ibdid,Effect,EffectVar,ModelFreq,WindowFreq,GeneFreq,GenVar,EffectDelta1,SDDelta1,t.like,shrink,chr,pos,file,trait,mode,tsf
9_120748066,-0.9071,19.33842,0.0133,0.0245,0.087,0.1308828,-68.2033,75.3268,0.905,0.743,9,120748066,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
9_136287795,1.041,27.00661,0.0156,0.0274,0.199,0.345515,66.7041,69.798,0.956,0.947,9,136287795,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
9_153265666,-0.7863,15.63191,0.0117,0.0219,0.133,0.1428857,-67.2045,72.3022,0.929,0.817,9,153265666,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
9_15368823,-0.9245,21.85847,0.0154,0.0257,0.195,0.2679939,-60.0299,63.6408,0.943,0.887,9,15368823,slurm-scripts/wholeset/gy_MPH_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,MPH
1_4305032,0.9971,17.94254,0.0265,0.0402,0.157,0.2629113,37.6257,39.8448,0.944,0.847,1,4305032,slurm-scripts/wholeset/gy_MPH_1d2.mrkRes1,slurm-scripts/wholeset/gy,1d2.mrkRes1,MPH
2_152205689,0.767,16.20059,0.0329,0.0459,0.171,0.1669511,23.3128,24.8568,0.938,0.91,2,152205689,slurm-scripts/wholeset/gy_MPH_1d2.mrkRes1,slurm-scripts/wholeset/gy,1d2.mrkRes1,MPH
3_199019111,1.642,34.53997,0.052,0.0808,0.137,0.6379353,31.575,33.2941,0.948,0.893,3,199019111,slurm-scripts/wholeset/gy_MPH_1d2.mrkRes1,slurm-scripts/wholeset/gy,1d2.mrkRes1,MPH
3_199620443,-0.6747,10.26907,0.0136,0.2048,0.145,0.1131747,-49.6123,54.9119,0.903,0.66,3,199620443,slurm-scripts/wholeset/gy_MPH_1d2.mrkRes1,slurm-scripts/wholeset/gy,1d2.mrkRes1,MPH
3_199650473,-6.332,106.5456,0.1833,0.2051,0.361,18.49158,-34.5469,35.2324,0.981,0.9,3,199650473,slurm-scripts/wholeset/gy_MPH_1d2.mrkRes1,slurm-scripts/wholeset/gy,1d2.mrkRes1,MPH
3_204286201,-1.12,18.60367,0.024,0.0342,0.179,0.368675,-46.6873,49.7146,0.939,0.692,3,204286201,slurm-scripts/wholeset/gy_MPH_1d2.mrkRes1,slurm-scripts/wholeset/gy,1d2.mrkRes1,MPH
6_80186667,-0.9157,20.18163,0.0417,0.0591,0.225,0.2924491,-21.96,22.9898,0.955,0.926,6,80186667,slurm-scripts/wholeset/gy_MPH_1d2.mrkRes1,slurm-scripts/wholeset/gy,1d2.mrkRes1,MPH
7_124211450,0.8461,14.80932,0.0283,0.0371,0.223,0.2478794,29.8982,31.8012,0.94,0.869,7,124211450,slurm-scripts/wholeset/gy_MPH_1d2.mrkRes1,slurm-scripts/wholeset/gy,1d2.mrkRes1,MPH
10_9361817,2.177,22.65193,0.0774,0.0853,0.485,2.368227,28.131,29.3265,0.959,0.928,10,9361817,slurm-scripts/wholeset/gy_perse_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,perse
2_217646795,0.5948,9.101851,0.0202,0.0308,0.216,0.1197923,29.4462,31.3229,0.94,0.912,2,217646795,slurm-scripts/wholeset/gy_perse_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,perse
3_187018601,3.168,33.82732,0.0876,0.0973,0.237,3.631546,36.1671,37.7462,0.958,0.889,3,187018601,slurm-scripts/wholeset/gy_perse_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,perse
3_197506350,7.238,74.08308,0.2296,0.2384,0.114,10.61541,31.5254,31.7722,0.992,0.896,3,197506350,slurm-scripts/wholeset/gy_perse_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,perse
3_206147799,0.7773,14.97057,0.0196,0.0339,0.292,0.2496342,39.6569,43.7837,0.906,0.924,3,206147799,slurm-scripts/wholeset/gy_perse_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,perse
7_52676904,0.6879,10.47507,0.0147,0.0272,0.148,0.1191706,46.7985,51.6022,0.907,0.817,7,52676904,slurm-scripts/wholeset/gy_perse_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,perse
9_76640265,4.739,35.99076,0.164,0.1716,0.149,5.702166,28.8943,29.4429,0.981,0.878,9,76640265,slurm-scripts/wholeset/gy_perse_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,perse
9_87456849,1.322,15.38969,0.0457,0.0643,0.152,0.4495155,28.9328,30.4505,0.95,0.9,9,87456849,slurm-scripts/wholeset/gy_perse_1a2.mrkRes1,slurm-scripts/wholeset/gy,1a2.mrkRes1,perse
10_118811705,-1.284,53.04375,0.0108,0.019,0.034,0.1085096,-118.853,127.105,0.935,0.916,10,118811705,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
10_15200982,1.874,103.1198,0.025,0.0499,0.117,0.7238591,74.9611,77.2588,0.97,0.978,10,15200982,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
10_15331274,-0.8886,59.87278,0.0146,0.0499,0.102,0.1440492,-60.8649,63.2285,0.963,0.98,10,15331274,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
10_19643090,-2.628,108.3504,0.024,0.034,0.013,0.1756643,-109.52,116.374,0.941,0.895,10,19643090,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
10_22745665,-4.352,164.9844,0.0371,0.0433,0.061,2.156735,-117.308,122.048,0.961,0.889,10,22745665,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
10_26559168,-4.491,189.6383,0.0315,0.0392,0.042,1.638445,-142.56,151.55,0.941,0.89,10,26559168,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
10_77336019,50.38,1521.343,0.3177,0.3242,0.03,145.5785,158.593,158.791,0.999,0.922,10,77336019,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
10_8783467,-0.9707,53.80184,0.0108,0.0164,0.079,0.1367792,-89.8798,95.7935,0.938,0.939,10,8783467,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_119376298,1.384,70.03552,0.0164,0.0247,0.111,0.3770031,84.4067,87.7955,0.961,0.951,1,119376298,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_154506381,-6.496,232.7328,0.0531,0.0606,0.042,3.428946,-122.343,127.823,0.957,0.855,1,154506381,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_16347256,3.225,126.6627,0.0257,0.0353,0.007,0.1408352,125.476,133.525,0.94,0.849,1,16347256,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_230186729,0.9136,68.26584,0.0148,0.0291,0.109,0.1622598,61.7331,64.2786,0.96,0.974,1,230186729,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_232520433,-8.811,300.8537,0.0644,0.0744,0.034,5.11305,-136.821,141.447,0.967,0.912,1,232520433,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_252139595,-1.053,94.78084,0.0185,0.0239,0.121,0.2363576,-56.9354,60.0991,0.947,0.976,1,252139595,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_253894573,-1.169,46.69632,0.0126,0.0208,0.107,0.2605702,-92.7435,101.13,0.917,0.922,1,253894573,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_257144280,3.1,139.5382,0.0305,0.0383,0.008,0.158837,101.641,106.98,0.95,0.861,1,257144280,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_264588612,-0.5809,76.45773,0.0149,0.0209,0.201,0.1082862,-38.9861,40.2981,0.967,0.996,1,264588612,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_290110701,-1.166,59.99894,0.0137,0.021,0.06,0.1531093,-85.1413,90.7435,0.938,0.882,1,290110701,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_296559255,-2.002,126.8583,0.0257,0.0313,0.137,0.948185,-77.8881,81.3994,0.957,0.984,1,296559255,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_298740177,0.6776,55.66504,0.0103,0.0179,0.205,0.1498194,65.786,71.4673,0.921,0.984,1,298740177,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_43747441,1.699,69.50868,0.0156,0.0226,0.155,0.7570258,108.887,115.776,0.94,0.955,1,43747441,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_48689751,-1.183,59.54911,0.0106,0.0189,0.045,0.1195224,-111.608,121.136,0.921,0.848,1,48689751,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_52773316,9.903,465.6524,0.0931,0.0986,0.054,9.982305,106.369,110.87,0.959,0.938,1,52773316,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_65082287,2.054,108.5001,0.0205,0.0307,0.11,0.8252127,100.204,106.891,0.937,0.946,1,65082287,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_65223571,1.191,60.90508,0.0118,0.0217,0.039,0.1053157,100.904,108.559,0.929,0.904,1,65223571,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_7489649,1.842,102.939,0.0212,0.027,0.037,0.2425084,86.8793,90.4276,0.961,0.94,1,7489649,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
1_95485541,3.35,139.8075,0.0252,0.0329,0.008,0.1687949,132.954,142.813,0.931,0.874,1,95485541,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
2_10473748,0.7528,39.57298,0.0093,0.0186,0.139,0.1359513,80.9412,85.8952,0.942,0.968,2,10473748,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
2_12026449,-4.665,189.5378,0.0388,0.0467,0.043,1.798657,-120.244,127.97,0.94,0.857,2,12026449,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
2_130953298,2.617,144.8943,0.0252,0.0522,0.021,0.2844693,103.864,108.299,0.959,0.934,2,130953298,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
2_18212812,0.8899,53.76729,0.0128,0.0201,0.136,0.1856692,69.5264,74.0482,0.939,0.956,2,18212812,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
2_186631056,-2.574,130.2686,0.0249,0.0347,0.039,0.5014296,-103.372,109.957,0.94,0.901,2,186631056,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
2_188051401,2.204,129.4097,0.0252,0.0368,0.122,1.039987,87.4415,91.0871,0.96,0.966,2,188051401,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
2_199207025,-1.701,91.72806,0.0206,0.029,0.083,0.4385992,-82.5924,87.9513,0.939,0.928,2,199207025,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
2_213325194,-40.02,1251.996,0.2543,0.2591,0.039,121.216,-157.373,157.653,0.998,0.91,2,213325194,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
2_216038701,-1.802,58.58264,0.0148,0.0233,0.035,0.2183331,-121.729,129.357,0.941,0.908,2,216038701,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
2_46202949,0.6477,41.88259,0.0077,0.0202,0.181,0.1244197,84.1206,87.6309,0.96,0.976,2,46202949,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
2_9954259,2.879,126.3269,0.0263,0.0335,0.03,0.4870424,109.459,115.707,0.946,0.921,2,9954259,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_170379721,-2.247,122.3021,0.0247,0.0323,0.036,0.3538712,-90.9747,95.6206,0.951,0.91,3,170379721,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_172375353,-0.846,67.39739,0.0186,0.0267,0.327,0.3147805,-45.4841,48.6099,0.936,0.996,3,172375353,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_196520539,1.029,76.31145,0.0183,0.0275,0.058,0.1164012,56.2479,58.5513,0.961,0.981,3,196520539,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_206024025,1.578,80.714,0.0169,0.0236,0.083,0.3806344,93.3979,99.1153,0.942,0.939,3,206024025,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_2072570,3.196,166.7944,0.0334,0.0427,0.133,2.349926,95.7016,100.321,0.954,0.959,3,2072570,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_209642859,39.91,1409.437,0.2722,0.2771,0.025,77.64651,146.617,145.462,1.008,0.929,3,209642859,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_209903765,2.901,136.1642,0.0374,0.0453,0.147,2.110777,77.578,81.3907,0.953,0.981,3,209903765,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_217553355,5.459,286.5302,0.0469,0.0521,0.076,4.17343,116.4,122.58,0.95,0.944,3,217553355,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_219412368,1.678,101.2778,0.0192,0.0258,0.034,0.1855384,87.4206,90.4337,0.967,0.922,3,219412368,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_22242775,-3.436,174.7419,0.0275,0.0338,0.094,2.010101,-124.957,130.404,0.958,0.887,3,22242775,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_32786074,3.424,154.7794,0.032,0.0418,0.008,0.1763008,107.004,115.081,0.93,0.858,3,32786074,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_39213199,1.232,87.93896,0.0167,0.0257,0.067,0.1910164,73.7996,77.2223,0.956,0.979,3,39213199,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
3_4662650,2.269,111.2346,0.0174,0.0265,0.038,0.3753579,130.42,135.756,0.961,0.924,3,4662650,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
4_11265544,-6.578,281.0911,0.039,0.0454,0.023,1.98488,-168.676,180.174,0.936,0.947,4,11265544,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
4_124780911,4.937,240.0726,0.0452,0.0557,0.038,1.776686,109.229,114.18,0.957,0.959,4,124780911,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
4_124945519,-48.25,1494.929,0.2978,0.3031,0.046,205.1928,-162.009,160.364,1.01,0.873,4,124945519,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
4_151789188,-1.616,64.70827,0.0159,0.0238,0.042,0.2121391,-101.626,105.677,0.962,0.845,4,151789188,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
4_161021178,1.777,96.06622,0.0183,0.0269,0.059,0.3511553,97.107,102.921,0.944,0.894,4,161021178,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
4_173372768,-1.692,74.30028,0.0165,0.0259,0.044,0.2405738,-102.555,109.14,0.94,0.834,4,173372768,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
4_238371307,3.545,270.7044,0.0614,0.0705,0.261,4.841733,57.728,60.6225,0.952,0.995,4,238371307,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
4_239506244,16.77,621.7239,0.1287,0.1353,0.036,19.30395,130.269,133.735,0.974,0.911,4,239506244,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
4_2670027,1.669,111.6074,0.0194,0.0302,0.064,0.3317884,86.0081,89.8388,0.957,0.942,4,2670027,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
4_62307251,-5.894,269.2077,0.0593,0.0704,0.083,5.307283,-99.3921,103.984,0.956,0.919,4,62307251,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_10436036,1.05,58.30311,0.0117,0.0227,0.075,0.1529993,89.7514,94.698,0.948,0.95,5,10436036,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_14184594,-3.727,141.3818,0.0321,0.0403,0.043,1.147886,-116.109,124.84,0.93,0.844,5,14184594,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_146837729,4.248,200.7983,0.032,0.0389,0.023,0.8016948,132.757,138.359,0.96,0.94,5,146837729,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_171706533,-1.893,126.4952,0.0182,0.0266,0.021,0.1488009,-104.011,108.501,0.959,0.944,5,171706533,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_184346186,2.159,101.7788,0.0197,0.0346,0.011,0.1047167,109.585,118.255,0.927,0.899,5,184346186,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_18700581,-2.567,122.1425,0.0259,0.0321,0.034,0.4340247,-99.1186,103.479,0.958,0.913,5,18700581,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_18703628,7.687,276.3571,0.0505,0.0639,0.078,8.502821,152.225,160.551,0.948,0.944,5,18703628,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_212090043,-0.6221,52.0107,0.0125,0.0215,0.167,0.1075016,-49.7678,51.852,0.96,0.986,5,212090043,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_216618908,-1.253,64.74377,0.012,0.0214,0.048,0.142753,-104.432,111.115,0.94,0.884,5,216618908,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_25985413,0.9859,47.25898,0.014,0.0227,0.086,0.1533953,70.4224,74.2847,0.948,0.975,5,25985413,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_4100649,43.82,1328.199,0.2681,0.2724,0.014,51.64445,163.43,165.402,0.988,0.906,5,4100649,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
5_4201110,-1.272,61.25568,0.012,0.0241,0.036,0.1111734,-106.026,109.535,0.968,0.915,5,4201110,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
6_115574009,-0.6646,53.899,0.0124,0.0207,0.261,0.1705489,-53.5981,55.9578,0.958,0.991,6,115574009,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
6_120606404,1.295,76.87772,0.0165,0.0234,0.139,0.4026025,78.5081,87.5573,0.897,0.963,6,120606404,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
6_79462114,-1.289,72.52721,0.0147,0.0228,0.039,0.1256892,-87.6654,91.5392,0.958,0.951,6,79462114,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
6_82719296,-3.987,132.4056,0.0302,0.0376,0.039,1.180616,-132.005,139.49,0.946,0.889,6,82719296,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
6_9147373,0.8359,59.92125,0.0134,0.022,0.109,0.1358159,62.3799,65.7272,0.949,0.982,6,9147373,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
7_129869905,1.197,76.36445,0.0171,0.0227,0.205,0.4676005,70.0048,73.3286,0.955,0.982,7,129869905,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
7_138098553,-0.711,50.14009,0.0101,0.018,0.127,0.1123123,-70.3996,77.084,0.913,0.968,7,138098553,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
7_160098979,0.8029,49.47507,0.0113,0.0204,0.133,0.1489782,71.0513,75.6767,0.939,0.98,7,160098979,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
7_173515919,2.15,87.36948,0.0198,0.0267,0.021,0.1919332,108.582,114.625,0.947,0.915,7,173515919,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
8_117895952,-0.804,45.38451,0.0082,0.0171,0.117,0.1339702,-98.0438,104.707,0.936,0.945,8,117895952,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
8_161710323,-2.135,102.4247,0.0209,0.0299,0.094,0.7762772,-102.175,109.915,0.93,0.936,8,161710323,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
8_168491033,-1.064,59.417,0.0111,0.0219,0.081,0.1686743,-95.8601,104.305,0.919,0.952,8,168491033,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
8_169138147,-1.965,114.6466,0.0212,0.0338,0.045,0.3352011,-92.7075,97.6416,0.949,0.953,8,169138147,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
8_169260757,63.63,1668.227,0.3436,0.35,0.017,132.715,185.19,180.424,1.026,0.914,8,169260757,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
8_170126854,2.198,102.5289,0.0198,0.0293,0.077,0.6887023,110.99,115.222,0.963,0.935,8,170126854,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
8_172215875,3.946,153.182,0.0357,0.0436,0.014,0.4189678,110.545,117.077,0.944,0.893,8,172215875,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
8_23799424,-1.425,114.2546,0.0193,0.0258,0.105,0.3824117,-73.8134,77.0994,0.957,0.99,8,23799424,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
8_6285097,3.247,206.6597,0.0504,0.0655,0.107,2.011669,64.423,67.2286,0.958,0.988,8,6285097,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
9_120356000,0.5661,35.07085,0.0091,0.0176,0.282,0.1297387,62.2123,66.2568,0.939,0.991,9,120356000,slurm-scripts/wholeset/pht_BPHmax_1a2.mrkRes1,slurm-scripts/wholeset/pht,1a2.mrkRes1,BPHmax
